	name	tweet	affiliation	year	month
49370	Bonnie WatsonColeman	year 30,000 american lives cut short guns it's time #stopgunviolence	D	2016	1
49371	Jerry McNerney	#subenergypower convenes 10am discuss eps improvement act #eps efficiency standards watch	D	2016	1
49372	Jim Himes	don't share politics it's great ranking member nsa cybersecurity sad see retire	D	2016	1
49373	US Rep E.B.Johnson	every member congress makes solemn pledge protect defend american people rt agree must #stopgunviolence	D	2016	1
49374	Senator Jeff Merkley	public lands waters managed public good big oil private profits  plain simple #keepitintheground #actonclimate	D	2016	1
49375	Rep. Joe Courtney	let  vote  paycheck fairness act #equalpaycantwait	D	2016	1
49376	Jim Himes	ski goggles seriously see tarmac behind branches barely moving	D	2016	1
49377	Rep. Emanuel Cleaver	i'm putting joe charge mission control ... let's make america country cures #cancer #sotu	D	2016	1
49378	Joaquin Castro	retweeted statements issues dominated	D	2016	1
49379	Adam Schiff	years ago opportunity rover touched mars  many many amazing science	D	2016	1
49380	Donald Norcross	new barriers voting legitimized across nation cannot allow progress made erased #restorethevote	D	2016	1
49381	Amy Klobuchar	thanks mayor	D	2016	1
49382	Sen. Maria Cantwell	#senateenergybill would permanently reauthorize land water conservation fund mc #lwcf	D	2016	1
49383	Senator Chris Coons	tune hear discuss iran deal	D	2016	1
49384	Claire McCaskill	aa flight dc won't miss vote enough scheduled work weeks home shouldn't problem	D	2016	1
49385	Rep. Don Beyer	standing colleagues repeal gun industry's special legal immunity	D	2016	1
49386	Brian Higgins	middle schoolers hamlin park outside taking #sostem #selfies	D	2016	1
49387	Rep. Ed Perlmutter	great see u dep recognize #colorado  efforts #fuelcells #renewableenergy ?	D	2016	1
49388	Luis V. Gutierrez	i'll taking carole brite #sotu thank everyone works #istandwithpp #twill #p2	D	2016	1
49389	G. K. Butterfield	hardworking americans deserve economy works everyone #equalpaycantwait #jobsandjustice	D	2016	1
49390	Senate Energy GOP	icymi importance #criticalminerals #bipartisan #energy bill	D	2016	1
49391	D Wasserman Schultz	years ago tomorrow pres obama signed lilly ledbetter fair pay act #gopdebate didn't hear one idea help women succeed	D	2016	1
49392	Rep. Ted Lieu	thanks great folks inviting tour store los angeles located #ca33 ? ?	D	2016	1
49393	Senator Patty Murray	today mothers primary sole breadwinners nearly families women  paid equally families pay price #equalpay	D	2016	1
49394	Paul Tonko	win #cleanpowerplan  today court denied polluter lawsuit would delayed action #actonclimate	D	2016	1
49395	Claire McCaskill	recommend dark casual slacks gray cardigan #whatimwearing	D	2016	1
49396	Claire McCaskill	omg got called way courtroom yes	D	2016	1
49397	Paul Tonko	 7th anniversary fair pay act use #talkpay #equalpay celebrate w twitter storm 2pm et friday	D	2016	1
49398	Bernie Sanders	news sanders calls obama end deportation raids extend temporary protected status vulnerable families	D	2016	1
49399	David Cicilline	stopped nurse anesthetists see spell w looking event tonight good see	D	2016	1
49400	Rep. Frank Pallone	applaud personal care industry supporting common sense solution reduce pollution us waters	D	2016	1
49401	Donald Norcross	today #congress stand efforts repeal #aca defund continue advocate #womenshealth	D	2016	1
49402	Rep. Norma Torres	got talk w abt #sotu guest annie teall  like dispatcher	D	2016	1
49403	Richard Blumenthal	congrats also chabad #stamford award winners oren elise klein  lamplifters perry stephanie friedman  gan family award	D	2016	1
49404	Senator Jack Reed	thx using passion beautiful voice advocate protection #environment	D	2016	1
49405	Senator Joe Manchin	talked w today abt ensuring individuals coming u vetted properly	D	2016	1
49406	David Cicilline	suspect stories told retold barber shops coffee counters board rooms throughout state coming days	D	2016	1
49407	Adam Schiff	 politicians insult muslims mosque vandalized kid bullied  make us safer  #sotu	D	2016	1
49408	Rep. Keith Ellison	would martin luther king washington post	D	2016	1
49409	Rep. Stephen Lynch	#telephonetownhall starting join call (877) 229-8493 enter pin	D	2016	1
49410	Rep. Jared Polis	reproductive health care affordable accessible every american #reclaimroe	D	2016	1
49411	Bernie Sanders	result citizens united decision political system totally corrupted foundations democracy undermined	D	2016	1
49412	Bernie Sanders	let donald trump people divide us	D	2016	1
49413	Rep. Roybal-Allard	don't forget watch president obama's state union address tonight 6pm pt 9pm et see live	D	2016	1
49414	Nancy Pelosi	public sentiment everything rs must hear majority gun owners support action #stopgunviolence #askthewh	D	2016	1
49415	Richard Blumenthal	go higher ed end #inthered  time congress change formula	D	2016	1
49416	Senator Chris Coons	bill ban refugees would embolden wish us harm keep us safer 1/5	D	2016	1
49417	D Wasserman Schultz	#traveltuesday photo iowa state fair less two weeks #iacaucus	D	2016	1
49418	Richard Blumenthal	pleased see hire first full-time female coach hope signals era fairness respect women	D	2016	1
49419	Nancy Pelosi	tonight called us embrace boundless possibility america full statement ? #sotu	D	2016	1
49420	Rep. Joe Crowley	incredible honor part escort committee president obama's last #sotu looking forward speech	D	2016	1
49421	Bonnie WatsonColeman	 time congress make sure every family access childcare early childhood education	D	2016	1
49422	Bonnie WatsonColeman	years since newtown month since san bernadino colorado springs ...	D	2016	1
49423	Rep. Jared Polis	live #periscope	D	2016	1
49424	Bonnie WatsonColeman	today  anniversary lilly ledbetter fair pay act let  recommit #equalpay women #talkpay	D	2016	1
49425	Bernie Sanders	americans carrying student debt credit card auto-loan debt  tragedy young people nation	D	2016	1
49426	Adam Schiff	calls congress pass #aumf isis ... congress serious winning war ... take vote #sotu	D	2016	1
49427	Science Committee	watch live markup h r nuclear energy innovation capabilities act	D	2016	1
49428	Donald Norcross	live #periscope push hour minimum wage	D	2016	1
49429	Amy Klobuchar	told betty fellow wasps served honorably deserve place	D	2016	1
49430	Rep. Frank Pallone	2nd hand smoke military family housing public health concern  i'm asking update #dod tobacco policy	D	2016	1
49431	Richard Blumenthal	attended w haven's first congregational celebrate mlk's dream nonviolence progress  dream share	D	2016	1
49432	Rep. Bobby Scott	congratulations berkley-campostella early childhood center norfolk receiving apple connected grant	D	2016	1
49433	Senator Chris Coons	thank dma opportunity speak w students today's model un competition #netde #modelun	D	2016	1
49434	Chuck Schumer	heart goes families lost loved ones horrific attack fanatical taliban terrorists #bachakhanuniversity	D	2016	1
49435	Nancy Pelosi	heard powerful stories today homeless youth who've inspired move beyond streets	D	2016	1
49436	SenateEnergyDems	tried find commonality empower private sector move ahead #energy	D	2016	1
49437	Richard Blumenthal	i've heard inspiring illuminating stories students deserve support become job creators innovators entrepreneurs tomorrow	D	2016	1
49438	Rep. Joe Crowley	study #fgm us says 500k women girls risk-enough fill madison square garden times	D	2016	1
49439	Science Committee	congratulations awarded cargo contracts #crs2	D	2016	1
49440	Senator Patty Murray	stories students families help make clear skyrocketing college costs top priority	D	2016	1
49441	Donald Norcross	thank standing w us #unitedforopportunity	D	2016	1
