	name	tweet	affiliation	year	month
24849	Chris Van Hollen	#publiclands belong us congress permanently reauthorize #lwcf preserve future generations #keepitpublic	D	2015	7
24850	Rep. Keith Ellison	sad see guests #nn15 sanders o'malley heckled shouted hard win divided circular firing squad winning strategy	D	2015	7
24851	Michael F. Bennet	studies show questions enough students approaches adopt accommodate remaining roughly	D	2015	7
24852	Chuck Schumer	right need words need legislators act #notonemore	D	2015	7
24853	Rep. Jared Polis	americans  save enough retirement--that needs change glad stepping promote common-sense solutions #whcoa	D	2015	7
24854	Eleanor H. Norton	congrats 47th anniversary katherine norton global syndrome foundation ambassador	D	2015	7
24855	Rep. Emanuel Cleaver	excited welcome #connecthome program kc grateful opportunity	D	2015	7
24856	Donald Norcross	live #periscope rep norcross rep hoyer briefing future site holtec inc	D	2015	7
24857	Brendan Boyle	#medicaid helps every generation americans get quality health care protecting million seniors nearly million kids	D	2015	7
24858	David E. Price	must pass long-term highway bill helps us build safe efficient transportation future	D	2015	7
24859	Nita Lowey	rm house approps cmte  everything reduce childhood hunger ensure children eat nutritious meals year-round	D	2015	7
24860	Steny Hoyer	hard day  work lead fair day  pay support new rule #fixovertime raise wages 5m workers	D	2015	7
24861	Ways and Means Dems	democrats question tax-avoiding company u contracts via	D	2015	7
24862	Sen. Maria Cantwell	watch secures commitment nominee address #crudebyrail volatility #cbrsafetyact	D	2015	7
24863	Rep. Joe Courtney	bill w combat #lymedisease supporting research passed part #21stcenturycures bill today	D	2015	7
24864	D Wasserman Schultz	one dnc's eagle scouts scott walker's merit badges	D	2015	7
24865	Rep. Keith Ellison	happy birthday learn ways cfpb helps keep money pocket	D	2015	7
24866	Sen Dianne Feinstein	groups represent women minorities lgbt americans seniors personal care products safety affects us #safeproducts	D	2015	7
24867	Sen Dianne Feinstein	may look threatening quagga mussels invasive species cause massive damage calif  water system pristine lakes	D	2015	7
24868	Rep. Stephen Lynch	pleased h r #veterans day moment silence act passed house floor today part h r	D	2015	7
24869	Mark Warner	#commonsense	D	2015	7
24870	Eleanor H. Norton	bad roads cost drivers year compared fed gas user fee updating fix roads bridges	D	2015	7
24871	Earl Blumenauer	moving emotional memorial service frisbee w family friends university club today fitting goodbye oregon giant	D	2015	7
24872	Bonnie WatsonColeman	glad east brunswick police staying top fire dch toyota warehouse info	D	2015	7
24873	Paul Tonko	9.3 billion financing american businesses stuck approval pipeline decides renew ex-im bank's charter #exim4jobs	D	2015	7
24874	Steny Hoyer	yrs ago #medicare #medicaid became law providing health care seniors w disabilities vulnerable	D	2015	7
24875	Bernie Sanders	living wage union way working women get ahead stay ahead sontia bailey	D	2015	7
24876	Rep. Keith Ellison	discusses getting-money-out politics latest podcast	D	2015	7
24877	Rep. Debbie Dingell	3pm i'll testifying #miia whatsnext hearing discuss future us #manufacturing tune	D	2015	7
24878	Paul Tonko	supporting advanced manufacturing help people #makeitinamerica #miiawhatsnext	D	2015	7
24879	SenateEnergyDems	bolstering reliability resilience affordability electricity infrastructure become major economic imperative	D	2015	7
24880	Senator Patty Murray	praises  reasoned bipartisan approach  murray  every child achieves act #fixnclb	D	2015	7
24881	Gerry Connolly	verification transparency compliance must foundation acceptable agreement congress must review	D	2015	7
24882	Kathleen Rice	staff members westbury public library help #ny04 residents social security issues back 4-7 pm	D	2015	7
24883	Congressman Tim Ryan	im pleased iran nuclear deal soon announced hopeful finally make progress decade uncertainty 1/2	D	2015	7
24884	Senator Joe Manchin	amendment strengthens #esea focus priorities benefit children families across #wv nation	D	2015	7
24885	Ed Markey	#onenationoneteam  good luck #believe #usa #usavjpn	D	2015	7
24886	Rep. Keith Ellison	money money money money politics check newest podcast	D	2015	7
24887	Rep. Ed Perlmutter	ignored biz owners #manufacturers decided #endexim it's time reauthorize #exim4jobs	D	2015	7
24888	Chuck Schumer	thanks senator leadership #fifa hearing today senate cmte	D	2015	7
24889	Brendan Boyle	happy 50th medicare medicaid	D	2015	7
24890	David Cicilline	thanks devin	D	2015	7
24891	Ruben Gallego	proud orig cosponsor #equalityact #lgbt americans deserve full protection law #equalityforward	D	2015	7
24892	Rep. Roybal-Allard	approps cmte accepted amendment defund licensing dealers selling randomly sourced cats dogs research	D	2015	7
24893	Steny Hoyer	congrats friend wife lauren exciting news father daughters know  going fun	D	2015	7
24894	SenateEnergyDems	looking forward continued bipartisan work passing broad #energy bill via	D	2015	7
24895	Senator Jon Tester	havre	D	2015	7
24896	Rep. Zoe Lofgren	troubling horror stories medical ward texas immigration family detention center	D	2015	7
24897	Gregory Meeks	10:15 reactions #iran nuclear agreement tune	D	2015	7
24898	House OversightDems	sure follow see great work 1st 	D	2015	7
24899	Luis V. Gutierrez	puertoricans must create plan make congress act washington wallstreet don't take seriously #prdebtcrisis	D	2015	7
24900	Gerry Connolly	congrats constituent stephanie mui named regional finalist great project	D	2015	7
24901	Rep. Jared Polis	follow instagram	D	2015	7
24902	Ruben Gallego	#raisethewage act #12by2020 would boost pay mill hard-working americans it's right thing #az07	D	2015	7
24903	Senator Patty Murray	murray  seen firsthand law  working home state washington #fixnclb #everychildachieves	D	2015	7
24904	Senate Energy GOP	chairman #bipartisan #energy bill great news #alaska	D	2015	7
24905	Sen. Maria Cantwell	set expire september #lwcf path forward read #outdoors4all	D	2015	7
24906	Carolyn  B. Maloney	need supply chain transparency myint naing enslaved yrs catching fish u dinner tables	D	2015	7
24907	Gerry Connolly	wonderful night fairfax city band's annual concert kids charge weather	D	2015	7
24908	D Wasserman Schultz	agree w colleague ghosts confederacy invaded clinging racist painful #confederateflag	D	2015	7
24909	Luis V. Gutierrez	stop exploitation fear deportation interview outside courthouse #neworleans #immigrationaction	D	2015	7
24910	Ed Markey	new #climateminutes w former mexico prez #nce2015 report #actonclimate grow economy	D	2015	7
24911	Chellie Pingree	congrats mike michaud nomination dol post charge vets programs--perfect job #mepolitics	D	2015	7
24912	Brendan Boyle	job-supporting shuts midnight bc failed act #exim4jobs	D	2015	7
24913	Rep. Kurt Schrader	icymi talked w drought wildfire season create jobs watch	D	2015	7
24914	David Cicilline	came bike bought original bobby kennedy poster one heroes	D	2015	7
24915	Senator Jeff Merkley	who's affected restoring overtime pay ? million workers ? percent women ? percent least college degree #timeforot	D	2015	7
24916	Sheila Jackson Lee	thank	D	2015	7
24917	Carolyn  B. Maloney	proud celebrate years push make sure #womensucceed higher wages workplaces #leadonleave	D	2015	7
24918	Chellie Pingree	happy join great discussion today w group high schoolers women politics	D	2015	7
24919	Senate Energy GOP	subcommittee public lands forests mining begin 2:30 pm watch live	D	2015	7
24920	David E. Price	great discussion w house democracy partnership colleagues trip georgia ukraine	D	2015	7
24921	Donald Norcross	honor part special event thank service	D	2015	7
24922	Sheila Jackson Lee	need long-term transportation bill tweet fav #travelingtune show support here's mine	D	2015	7
24923	Senate Energy GOP	amendment #27 modified agreed vote 9-13	D	2015	7
24924	Chuck Schumer	proudly support disabled community thrilled 1st nyc #disabilityprideparade wkend  never late spread awareness	D	2015	7
24925	Nancy Pelosi	commend tough bold leadership nuclear #irandeal congress closely review details agreement	D	2015	7
24926	Rep. Hank Johnson	#throwbackthursday	D	2015	7
24927	Rep. Pete Aguilar	disappointing refuses show #sanbernardino success stories profile local organizations dedicated improving community	D	2015	7
24928	Brian Higgins	well know wny's waterfront take part #whereonthewaterfront contest  tweet guesses	D	2015	7
24929	Amy Klobuchar	happy anniversary husband john here's photo big day flower girl college grad	D	2015	7
24930	D Wasserman Schultz	right difference democratic republican values	D	2015	7
