	name	tweet	affiliation	year	month
88843	Bernie Sanders	pharmaceutical industry biggest bunch crooks country	D	2016	10
88844	Senator Chris Coons	grateful partnership get #endwildlifetrafficking act across finish line	D	2016	10
88845	Ruben Gallego	congratulations muriel smith community lindo park well deserved honor #az07	D	2016	10
88846	Ruben Gallego	you're sitting home tonight looking something check make sure you're registered vote	D	2016	10
88847	Ed Markey	tiger grant #lowell improve ? student access ? traffic ? public safety ensure 	D	2016	10
88848	Sen Dianne Feinstein	wishing everyone celebrating high holiday happy new year surrounded family friends l'shanah tovah	D	2016	10
88849	Luis V. Gutierrez	report 500,000 citizenship application backlog nytimes should've better pr 	D	2016	10
88850	Senator Chris Coons	1/2 pleased hear chancellor merkel  call germany spend budget defense	D	2016	10
88851	David Cicilline	great celebration tonight #hispanicheritagemonth state house thanks hosting	D	2016	10
88852	Rep. Richard Neal	great news w award year 3.4 mil grant help hispanic low-income students 	D	2016	10
88853	Chuck Schumer	race track nichols started track today casino wedding concert venue much #nytownoftheday	D	2016	10
88854	Rep. Emanuel Cleaver	prayers path #hurricanematthew prepare safe	D	2016	10
88855	Rep. Betty McCollum	honored help break ground rondo commemorative plaza afternoon learn project 	D	2016	10
88856	RepBThompson	jackson pinning ceremony vietnam veterans underway mississippi war memorial building	D	2016	10
88857	Bernie Sanders	texas largest insurer eliminated plans raised rates parent company gave million bonuses	D	2016	10
88858	Jim Himes	thank much	D	2016	10
88859	D Wasserman Schultz	honored endorsement pledge keep fighting every day environment	D	2016	10
88860	Bernie Sanders	news sanders calls president intervene dakota access pipeline dispute	D	2016	10
88861	Ruben Gallego	i'd love see students participate let's show #az07 register today 	D	2016	10
88862	Chuck Schumer	senator fmr congressman heeded call battle outside still ragin times never stop changin congrats bob dylan	D	2016	10
88863	Senator Bob Menendez	nj #gradrate nation 9/10 nj high schoolers graduate time let  keep working make 	D	2016	10
88864	Eleanor H. Norton	 tomorrow joy bryant  playing new show based 	D	2016	10
88865	Donald Norcross	#congratulations receiving 1.875 grant hire additional officers	D	2016	10
88866	Rep. Marcia L. Fudge	exercising right vote isn't partisan it's personal join thousands fellow americans #voteearly	D	2016	10
88867	Donald Norcross	join remembering lost lives 	D	2016	10
88868	Sheila Jackson Lee	making rent isn't new problem solved let's #makeroom #affordablehousing	D	2016	10
88869	Ed Markey	#iot era can't let safety cybersecurity privacy afterthought.we must pass bill spy car act	D	2016	10
88870	Carolyn  B. Maloney	attn college-bound students parents #fafsa submissions start today info	D	2016	10
88871	Rep. Kurt Schrader	thank marion county continued investment mcri great program strengthen community	D	2016	10
88872	JEC Democrats	#consumerconfidence index falls october reading still nearly 3x level obama took office	D	2016	10
88873	Rep. Don Beyer	welcome news stop ticket sales cruel unsafe animal attractions	D	2016	10
88874	Rep. Jared Polis	3rd annual hemp symposium legislative workshop discussing past present future outlook hemp #hemp	D	2016	10
88875	Rep. Stephen Lynch	also recognized #serviceacademy attendees #scituate sincerely appreciate service countr 	D	2016	10
88876	Rep. Roybal-Allard	series comes home dodger stadium today let's wrap la go #nlds #lalovesoctober	D	2016	10
88877	Amy Klobuchar	joined members mn congressional delegation urge issue major disaster declaration communities affected sept floods	D	2016	10
88878	Rep. Keith Ellison	salaams fuad honor privilege meet beautiful family blessings	D	2016	10
88879	Senator Patty Murray	murray #vawa first time domestic violence recognized crime community public health epidemic #dvam2016	D	2016	10
88880	Claire McCaskill	west virginia	D	2016	10
88881	Al Franken	need make sure people like washington fighting middle-class minnesotans 	D	2016	10
88882	Rep. Nydia Velazquez	heading bk navy yard p meet nyc veteran business owners served nation strengthen economy	D	2016	10
